wo_id,line_id,station_id,op_seq,start_ts,end_ts,good_qty,scrap_qty,rework_flag
100034,L1,S04,4,2025-06-01 20:52:39.502880,2025-06-01 20:54:13.300325,1,0,1
100035,L2,S05,1,2025-06-01 21:47:00,2025-06-01 21:49:08.126702,1,0,0
100035,L2,S06,2,2025-06-01 21:49:08.126702,2025-06-01 21:50:44.139833,1,0,0
100035,L2,S07,3,2025-06-01 21:50:44.139833,2025-06-01 21:53:52.642489,1,0,0
100035,L2,S08,4,2025-06-01 21:53:52.642489,2025-06-01 21:55:55.103508,1,0,0
100036,L2,S05,1,2025-06-01 11:32:00,2025-06-01 11:33:26.700261,1,0,0
100036,L2,S06,2,2025-06-01 11:33:26.700261,2025-06-01 11:35:19.379035,1,0,0
100036,L2,S07,3,2025-06-01 11:35:19.379035,2025-06-01 11:37:19.358971,1,0,0
100036,L2,S08,4,2025-06-01 11:37:19.358971,2025-06-01 11:40:19.149439,1,0,0
100037,L1,S01,1,2025-06-01 21:52:00,2025-06-01 21:53:49.431200,1,0,0
100037,L1,S02,2,2025-06-01 21:53:49.431200,2025-06-01 21:56:35.597260,1,0,0
100037,L1,S03,3,2025-06-01 21:56:35.597260,2025-06-01 21:58:52.830393,1,0,0
100037,L1,S04,4,2025-06-01 21:58:52.830393,2025-06-01 22:01:02.079401,1,0,0
100038,L2,S05,1,2025-06-01 22:20:00,2025-06-01 22:21:22.673069,1,0,0
100038,L2,S06,2,2025-06-01 22:21:22.673069,2025-06-01 22:23:22.707523,1,0,0
100038,L2,S07,3,2025-06-01 22:23:22.707523,2025-06-01 22:25:56.624813,1,0,0
100038,L2,S08,4,2025-06-01 22:25:56.624813,2025-06-01 22:28:24.480502,1,0,0
100039,L2,S05,1,2025-06-01 09:54:00,2025-06-01 09:55:42.716976,1,0,0
100039,L2,S06,2,2025-06-01 09:55:42.716976,2025-06-01 09:57:48.706253,1,0,0
100039,L2,S07,3,2025-06-01 09:57:48.706253,2025-06-01 10:00:08.895152,1,0,0
100039,L2,S08,4,2025-06-01 10:00:08.895152,2025-06-01 10:02:05.784833,1,0,0
100040,L2,S05,1,2025-06-01 09:42:00,2025-06-01 09:43:56.522061,1,0,0
100040,L2,S06,2,2025-06-01 09:43:56.522061,2025-06-01 09:46:08.074080,1,0,0
100040,L2,S07,3,2025-06-01 09:46:08.074080,2025-06-01 09:48:42.242309,1,0,0
100040,L2,S08,4,2025-06-01 09:48:42.242309,2025-06-01 09:52:58.971323,1,0,0
100041,L1,S01,1,2025-06-01 10:20:00,2025-06-01 10:22:09.238306,1,0,0
100041,L1,S02,2,2025-06-01 10:22:09.238306,2025-06-01 10:23:58.653262,1,0,0
100041,L1,S03,3,2025-06-01 10:23:58.653262,2025-06-01 10:25:23.867762,1,0,0
100041,L1,S04,4,2025-06-01 10:25:23.867762,2025-06-01 10:26:45.546632,1,0,0
100042,L2,S05,1,2025-06-01 22:50:00,2025-06-01 22:51:38.053805,1,0,0
100042,L2,S06,2,2025-06-01 22:51:38.053805,2025-06-01 22:54:15.518998,1,0,0
100042,L2,S07,3,2025-06-01 22:54:15.518998,2025-06-01 22:56:48.774899,1,0,0
100042,L2,S08,4,2025-06-01 22:56:48.774899,2025-06-01 22:59:48.292228,1,0,0
100043,L1,S01,1,2025-06-01 08:49:00,2025-06-01 08:51:03.966555,1,0,0
100043,L1,S02,2,2025-06-01 08:51:03.966555,2025-06-01 08:52:48.502603,1,0,0
100043,L1,S03,3,2025-06-01 08:52:48.502603,2025-06-01 08:54:50.404862,1,0,0
100043,L1,S04,4,2025-06-01 08:54:50.404862,2025-06-01 08:55:46.866765,1,0,0
100044,L1,S01,1,2025-06-01 22:04:00,2025-06-01 22:06:11.991367,1,0,0
100044,L1,S02,2,2025-06-01 22:06:11.991367,2025-06-01 22:08:58.652226,1,0,0
100044,L1,S03,3,2025-06-01 22:08:58.652226,2025-06-01 22:11:16.457120,1,0,0
100044,L1,S04,4,2025-06-01 22:11:16.457120,2025-06-01 22:12:32.463375,1,0,0
100045,L2,S05,1,2025-06-01 22:50:00,2025-06-01 22:51:41.762869,1,0,0
100045,L2,S06,2,2025-06-01 22:51:41.762869,2025-06-01 22:53:32.634188,1,0,0
100045,L2,S07,3,2025-06-01 22:53:32.634188,2025-06-01 22:56:14.288374,1,0,0
100045,L2,S08,4,2025-06-01 22:56:14.288374,2025-06-01 22:58:08.531819,1,0,0
100046,L1,S01,1,2025-06-01 22:00:00,2025-06-01 22:01:45.067554,1,0,0
100046,L1,S02,2,2025-06-01 22:01:45.067554,2025-06-01 22:03:20.168910,1,0,0
100046,L1,S03,3,2025-06-01 22:03:20.168910,2025-06-01 22:04:27.831787,1,0,0
100046,L1,S04,4,2025-06-01 22:04:27.831787,2025-06-01 22:05:57.680034,1,0,0
100047,L2,S05,1,2025-06-01 21:24:00,2025-06-01 21:25:47.066453,1,0,0
100047,L2,S06,2,2025-06-01 21:25:47.066453,2025-06-01 21:28:05.424928,1,0,0
100047,L2,S07,3,2025-06-01 21:28:05.424928,2025-06-01 21:30:42.394976,1,0,0
100047,L2,S08,4,2025-06-01 21:30:42.394976,2025-06-01 21:34:13.031435,1,0,0
100048,L1,S01,1,2025-06-01 08:16:00,2025-06-01 08:17:26.555486,1,0,0
100048,L1,S02,2,2025-06-01 08:17:26.555486,2025-06-01 08:19:41.038366,1,0,0
100048,L1,S03,3,2025-06-01 08:19:41.038366,2025-06-01 08:21:44.186229,1,0,0
100048,L1,S04,4,2025-06-01 08:21:44.186229,2025-06-01 08:22:45.931172,1,0,0
100049,L2,S05,1,2025-06-01 10:16:00,2025-06-01 10:16:58.386946,1,0,0
100049,L2,S06,2,2025-06-01 10:16:58.386946,2025-06-01 10:19:30.534458,1,0,0
100049,L2,S07,3,2025-06-01 10:19:30.534458,2025-06-01 10:20:44.786861,1,0,0
100049,L2,S08,4,2025-06-01 10:20:44.786861,2025-06-01 10:22:44.803173,1,0,0
100050,L2,S05,1,2025-06-01 23:34:00,2025-06-01 23:36:07.623850,1,0,0
100050,L2,S06,2,2025-06-01 23:36:07.623850,2025-06-01 23:39:29.664320,1,0,0
100050,L2,S07,3,2025-06-01 23:39:29.664320,2025-06-01 23:43:16.646929,1,0,0
100050,L2,S08,4,2025-06-01 23:43:16.646929,2025-06-01 23:45:00.760640,1,0,0
100051,L2,S05,1,2025-06-01 10:37:00,2025-06-01 10:39:32.706522,1,0,0
100051,L2,S06,2,2025-06-01 10:39:32.706522,2025-06-01 10:41:08.721639,1,0,0
100051,L2,S07,3,2025-06-01 10:41:08.721639,2025-06-01 10:42:40.196627,1,0,0
100051,L2,S08,4,2025-06-01 10:42:40.196627,2025-06-01 10:44:03.248999,1,0,0
100052,L1,S01,1,2025-06-01 09:39:00,2025-06-01 09:41:32.344509,1,0,0
100052,L1,S02,2,2025-06-01 09:41:32.344509,2025-06-01 09:43:52.824205,1,0,0
100052,L1,S03,3,2025-06-01 09:43:52.824205,2025-06-01 09:46:12.015156,1,0,0
100052,L1,S04,4,2025-06-01 09:46:12.015156,2025-06-01 09:48:05.373998,1,0,0
100053,L2,S05,1,2025-06-01 10:56:00,2025-06-01 10:58:00.373999,1,0,0
100053,L2,S06,2,2025-06-01 10:58:00.373999,2025-06-01 11:00:57.484458,1,0,0
100053,L2,S07,3,2025-06-01 11:00:57.484458,2025-06-01 11:04:20.708968,1,0,0
100053,L2,S08,4,2025-06-01 11:04:20.708968,2025-06-01 11:06:34.133806,1,0,0
100054,L1,S01,1,2025-06-01 20:29:00,2025-06-01 20:30:56.909453,1,0,0
100054,L1,S02,2,2025-06-01 20:30:56.909453,2025-06-01 20:32:17.406150,0,1,0
100054,L1,S03,3,2025-06-01 20:32:17.406150,2025-06-01 20:33:59.061002,1,0,0
100054,L1,S04,4,2025-06-01 20:33:59.061002,2025-06-01 20:35:18.651816,1,0,0
100055,L2,S05,1,2025-06-01 08:21:00,2025-06-01 08:22:50.337617,1,0,0
100055,L2,S06,2,2025-06-01 08:22:50.337617,2025-06-01 08:24:16.189367,1,0,0
100055,L2,S07,3,2025-06-01 08:24:16.189367,2025-06-01 08:28:11.871170,1,0,0
100055,L2,S08,4,2025-06-01 08:28:11.871170,2025-06-01 08:30:18.820687,1,0,0
100056,L1,S01,1,2025-06-01 11:04:00,2025-06-01 11:06:02.330599,1,0,0
100056,L1,S02,2,2025-06-01 11:06:02.330599,2025-06-01 11:09:10.447108,1,0,0
100056,L1,S03,3,2025-06-01 11:09:10.447108,2025-06-01 11:10:49.568630,1,0,0
100056,L1,S04,4,2025-06-01 11:10:49.568630,2025-06-01 11:12:40.283411,1,0,0
100057,L2,S05,1,2025-06-01 21:54:00,2025-06-01 21:55:14.792593,1,0,0
100057,L2,S06,2,2025-06-01 21:55:14.792593,2025-06-01 21:56:32.736497,1,0,0
100057,L2,S07,3,2025-06-01 21:56:32.736497,2025-06-01 21:58:25.527203,1,0,0
100057,L2,S08,4,2025-06-01 21:58:25.527203,2025-06-01 22:00:32.684027,1,0,0
100058,L1,S01,1,2025-06-01 08:48:00,2025-06-01 08:50:41.789606,1,0,0
100058,L1,S02,2,2025-06-01 08:50:41.789606,2025-06-01 08:52:35.183755,1,0,0
100058,L1,S03,3,2025-06-01 08:52:35.183755,2025-06-01 08:54:36.811244,1,0,0
100058,L1,S04,4,2025-06-01 08:54:36.811244,2025-06-01 08:56:14.015386,1,0,0
100059,L1,S01,1,2025-06-01 21:39:00,2025-06-01 21:40:28.304241,1,0,0
100059,L1,S02,2,2025-06-01 21:40:28.304241,2025-06-01 21:42:08.585680,1,0,0
100059,L1,S03,3,2025-06-01 21:42:08.585680,2025-06-01 21:43:55.927587,1,0,0
100059,L1,S04,4,2025-06-01 21:43:55.927587,2025-06-01 21:45:34.829265,1,0,0
100060,L1,S01,1,2025-06-01 21:39:00,2025-06-01 21:41:05.765886,1,0,0
100060,L1,S02,2,2025-06-01 21:41:05.765886,2025-06-01 21:43:08.172110,1,0,0
100060,L1,S03,3,2025-06-01 21:43:08.172110,2025-06-01 21:45:06.601230,1,0,0
100060,L1,S04,4,2025-06-01 21:45:06.601230,2025-06-01 21:46:17.127657,1,0,0
100061,L2,S05,1,2025-06-01 22:10:00,2025-06-01 22:11:19.291717,1,0,0
100061,L2,S06,2,2025-06-01 22:11:19.291717,2025-06-01 22:13:50.040357,1,0,0
100061,L2,S07,3,2025-06-01 22:13:50.040357,2025-06-01 22:15:50.117024,1,0,0
100061,L2,S08,4,2025-06-01 22:15:50.117024,2025-06-01 22:18:13.212414,1,0,0
100062,L2,S05,1,2025-06-01 10:40:00,2025-06-01 10:41:52.086761,1,0,0
100062,L2,S06,2,2025-06-01 10:41:52.086761,2025-06-01 10:44:46.074297,1,0,0
100062,L2,S07,3,2025-06-01 10:44:46.074297,2025-06-01 10:46:59.501730,1,0,0
100062,L2,S08,4,2025-06-01 10:46:59.501730,2025-06-01 10:49:20.280872,1,0,0
100063,L1,S01,1,2025-06-01 09:37:00,2025-06-01 09:38:27.889807,1,0,0
100063,L1,S02,2,2025-06-01 09:38:27.889807,2025-06-01 09:40:09.253058,1,0,0
100063,L1,S03,3,2025-06-01 09:40:09.253058,2025-06-01 09:42:01.047361,1,0,0
100063,L1,S04,4,2025-06-01 09:42:01.047361,2025-06-01 09:43:27.281277,1,0,0
100064,L1,S01,1,2025-06-01 20:37:00,2025-06-01 20:39:12.116730,1,0,0
100064,L1,S02,2,2025-06-01 20:39:12.116730,2025-06-01 20:40:35.937609,1,0,0
100064,L1,S03,3,2025-06-01 20:40:35.937609,2025-06-01 20:42:35.875517,1,0,0
100064,L1,S04,4,2025-06-01 20:42:35.875517,2025-06-01 20:44:18.742040,1,0,0
100065,L2,S05,1,2025-06-01 09:08:00,2025-06-01 09:09:35.468900,1,0,0
100065,L2,S06,2,2025-06-01 09:09:35.468900,2025-06-01 09:11:34.108630,1,0,0
100065,L2,S07,3,2025-06-01 09:11:34.108630,2025-06-01 09:12:59.245232,1,0,0
100065,L2,S08,4,2025-06-01 09:12:59.245232,2025-06-01 09:15:07.517122,1,0,0
100066,L2,S05,1,2025-06-01 10:55:00,2025-06-01 10:56:27.419657,1,0,0
100066,L2,S06,2,2025-06-01 10:56:27.419657,2025-06-01 10:59:12.702093,1,0,0
100066,L2,S07,3,2025-06-01 10:59:12.702093,2025-06-01 11:02:12.384530,1,0,0
100066,L2,S08,4,2025-06-01 11:02:12.384530,2025-06-01 11:04:17.124103,1,0,0
100067,L1,S01,1,2025-06-01 10:55:00,2025-06-01 10:57:28.718720,1,0,0
100067,L1,S02,2,2025-06-01 10:57:28.718720,2025-06-01 10:58:49.106746,1,0,0
100067,L1,S03,3,2025-06-01 10:58:49.106746,2025-06-01 11:00:40.622177,1,0,0
100067,L1,S04,4,2025-06-01 11:00:40.622177,2025-06-01 11:01:50.419487,1,0,0
100068,L1,S01,1,2025-06-01 10:45:00,2025-06-01 10:47:28.441029,1,0,0
100068,L1,S02,2,2025-06-01 10:47:28.441029,2025-06-01 10:49:08.844630,1,0,0
100068,L1,S03,3,2025-06-01 10:49:08.844630,2025-06-01 10:51:27.490563,1,0,0
100068,L1,S04,4,2025-06-01 10:51:27.490563,2025-06-01 10:53:01.696363,1,0,0
100069,L2,S05,1,2025-06-01 11:03:00,2025-06-01 11:04:37.162255,1,0,0
100069,L2,S06,2,2025-06-01 11:04:37.162255,2025-06-01 11:07:15.877050,1,0,0
100069,L2,S07,3,2025-06-01 11:07:15.877050,2025-06-01 11:10:19.522447,1,0,0
100069,L2,S08,4,2025-06-01 11:10:19.522447,2025-06-01 11:13:13.718894,0,1,0
100070,L2,S05,1,2025-06-01 22:01:00,2025-06-01 22:01:57.522926,1,0,0
100070,L2,S06,2,2025-06-01 22:01:57.522926,2025-06-01 22:04:24.412934,1,0,0
100070,L2,S07,3,2025-06-01 22:04:24.412934,2025-06-01 22:07:12.303332,1,0,0
100070,L2,S08,4,2025-06-01 22:07:12.303332,2025-06-01 22:09:52.564376,1,0,0
100071,L2,S05,1,2025-06-01 10:01:00,2025-06-01 10:02:29.922820,1,0,0
100071,L2,S06,2,2025-06-01 10:02:29.922820,2025-06-01 10:04:27.932159,1,0,0
100071,L2,S07,3,2025-06-01 10:04:27.932159,2025-06-01 10:05:55.522292,1,0,0
100071,L2,S08,4,2025-06-01 10:05:55.522292,2025-06-01 10:07:58.462139,1,0,0
